node           topic          size[b]   received[#]    late[#]   too_late[#]    lost[#]   mean[us]  sd[us]    min[us]   max[us]   freq[hz]  duration[s]
node_0         topic_6        102400    44835          42480     2355           119       385       63        306       998       1000      45        
node_0         topic_7        102400    44815          41605     3210           123       761       46        575       999       1000      45        
node_1         topic_6        102400    44798          42139     2659           156       495       62        342       989       1000      45        
node_1         topic_7        102400    44790          40702     4088           148       800       43        598       995       1000      45        
node_2         topic_6        102400    44824          42383     2441           130       556       55        343       995       1000      45        
node_2         topic_7        102400    44796          40452     4344           142       834       41        612       1000      1000      45        
node_3         topic_6        102400    44845          42320     2525           108       634       85        391       994       1000      45        
node_3         topic_7        102400    44808          38244     6564           130       869       36        637       1000      1000      45        
node_4         topic_6        102400    44823          41793     3030           130       694       88        459       997       1000      45        
node_4         topic_7        102400    44768          30847     13921          170       896       30        687       1000      1000      45        
node_5         topic_6        102400    44820          41947     2873           133       716       59        384       1000      1000      45        
node_5         topic_7        102400    44811          18614     26197          127       914       24        671       1000      1000      45        
