node           topic          size[b]   received[#]    late[#]   too_late[#]    lost[#]   mean[us]  sd[us]    min[us]   max[us]   freq[hz]  duration[s]
node_0         topic_6        102400    44728          42006     2722           240       418       82        296       995       1000      45        
node_0         topic_7        102400    44730          41658     3072           216       508       99        322       999       1000      45        
node_1         topic_6        102400    44756          41892     2864           212       549       95        338       989       1000      45        
node_1         topic_7        102400    44752          41879     2873           194       597       87        346       997       1000      45        
node_2         topic_6        102400    44742          41757     2985           226       627       95        361       1000      1000      45        
node_2         topic_7        102400    44738          41660     3078           208       665       81        374       1000      1000      45        
node_3         topic_6        102400    44745          41675     3070           223       546       119       301       1000      1000      45        
node_3         topic_7        102400    44720          41607     3113           226       453       129       299       996       1000      45        
node_4         topic_6        102400    44743          40689     4054           225       648       105       323       1000      1000      45        
node_4         topic_7        102400    44733          40441     4292           212       737       82        380       999       1000      45        
node_5         topic_6        102400    44736          40541     4195           232       753       73        319       1000      1000      45        
node_5         topic_7        102400    44726          40837     3889           220       622       146       320       1000      1000      45        
