node           topic          size[b]   received[#]    late[#]   too_late[#]    lost[#]   mean[us]  sd[us]    min[us]   max[us]   freq[hz]  duration[s]
node_0         topic_7        102400    43514          25015     18499          1395      489       138       333       997       1000      45        
node_0         topic_8        102400    43489          23699     19790          1320      647       91        404       1000      1000      45        
node_1         topic_7        102400    43459          24400     19059          1450      601       115       391       1000      1000      45        
node_1         topic_8        102400    43454          22646     20808          1355      723       97        466       1000      1000      45        
node_2         topic_7        102400    43392          23695     19697          1517      575       131       335       999       1000      45        
node_2         topic_8        102400    43393          22254     21139          1416      729       94        336       1000      1000      45        
node_3         topic_7        102400    43530          23485     20045          1379      688       101       401       999       1000      45        
node_3         topic_8        102400    43505          20720     22785          1304      810       84        417       1000      1000      45        
node_4         topic_7        102400    43462          22947     20515          1447      663       118       335       1000      1000      45        
node_4         topic_8        102400    43410          20421     22989          1399      817       91        342       1000      1000      45        
node_5         topic_7        102400    43497          21648     21849          1412      777       83        518       1000      1000      45        
node_5         topic_8        102400    43464          18228     25236          1345      865       76        525       1000      1000      45        
node_6         topic_7        102400    43466          22186     21280          1443      764       101       398       999       1000      45        
node_6         topic_8        102400    43439          14147     29292          1370      904       63        516       1000      1000      45        
