node           topic          size[b]   received[#]    late[#]   too_late[#]    lost[#]   mean[us]  sd[us]    min[us]   max[us]   freq[hz]  duration[s]
node_0         topic_7        102400    43887          29052     14835          1027      481       160       323       1000      1000      45        
node_0         topic_8        102400    43883          22774     21109          962       824       50        575       1000      1000      45        
node_1         topic_7        102400    43871          27242     16629          1042      550       135       356       997       1000      45        
node_1         topic_8        102400    43858          19943     23915          987       857       39        587       1000      1000      45        
node_2         topic_7        102400    43858          26025     17833          1056      596       123       369       999       1000      45        
node_2         topic_8        102400    43855          16954     26901          990       884       31        747       1000      1000      45        
node_3         topic_7        102400    43922          25420     18502          992       658       115       434       999       1000      45        
node_3         topic_8        102400    43909          11367     32542          936       908       23        659       1000      1000      45        
node_4         topic_7        102400    43908          24659     19249          1005      671       94        408       1000      1000      45        
node_4         topic_8        102400    43904          7493      36411          940       917       26        698       1000      1000      45        
node_5         topic_7        102400    43894          22875     21019          1019      740       83        481       1000      1000      45        
node_5         topic_8        102400    43869          1739      42130          975       929       24        694       997       1000      45        
node_6         topic_7        102400    43894          23001     20893          1019      768       72        431       999       1000      45        
node_6         topic_8        102400    43883          105       43778          961       922       32        782       984       1000      45        
