node           topic          size[b]   received[#]    late[#]   too_late[#]    lost[#]   mean[us]  sd[us]    min[us]   max[us]   freq[hz]  duration[s]
node_0         topic_10       102400    22263          0         22263          21881     nan       nan       nan       nan       1000      45        
node_0         topic_9        102400    22266          0         22266          22309     nan       nan       nan       nan       1000      45        
node_1         topic_10       102400    22265          0         22265          21879     nan       nan       nan       nan       1000      45        
node_1         topic_9        102400    22266          0         22266          22302     nan       nan       nan       nan       1000      45        
node_2         topic_10       102400    22267          0         22267          21877     nan       nan       nan       nan       1000      45        
node_2         topic_9        102400    22268          0         22268          22300     nan       nan       nan       nan       1000      45        
node_3         topic_10       102400    22267          0         22267          21880     nan       nan       nan       nan       1000      45        
node_3         topic_9        102400    22268          0         22268          22300     nan       nan       nan       nan       1000      45        
node_4         topic_10       102400    22267          0         22267          21873     nan       nan       nan       nan       1000      45        
node_4         topic_9        102400    22268          0         22268          22300     nan       nan       nan       nan       1000      45        
node_5         topic_10       102400    22258          0         22258          21891     nan       nan       nan       nan       1000      45        
node_5         topic_9        102400    22262          0         22262          22308     nan       nan       nan       nan       1000      45        
node_6         topic_10       102400    22262          0         22262          21888     nan       nan       nan       nan       1000      45        
node_6         topic_9        102400    22265          0         22265          22307     nan       nan       nan       nan       1000      45        
node_7         topic_10       102400    22262          0         22262          21888     nan       nan       nan       nan       1000      45        
node_7         topic_9        102400    22268          0         22268          22304     nan       nan       nan       nan       1000      45        
node_8         topic_10       102400    22262          0         22262          21889     nan       nan       nan       nan       1000      45        
node_8         topic_9        102400    22268          0         22268          22305     nan       nan       nan       nan       1000      45        
