node           topic          size[b]   received[#]    late[#]   too_late[#]    lost[#]   mean[us]  sd[us]    min[us]   max[us]   freq[hz]  duration[s]
node_0         topic_7        102400    43703          28572     15131          1183      647       102       373       1000      1000      45        
node_0         topic_8        102400    43729          29165     14564          1111      587       139       381       1000      1000      45        
node_1         topic_7        102400    43690          26776     16914          1196      718       99        382       1000      1000      45        
node_1         topic_8        102400    43689          28361     15328          1151      548       143       343       1000      1000      45        
node_2         topic_7        102400    43653          26432     17221          1233      759       96        401       1000      1000      45        
node_2         topic_8        102400    43632          27771     15861          1208      656       106       411       1000      1000      45        
node_3         topic_7        102400    43715          24606     19109          1171      810       85        508       1000      1000      45        
node_3         topic_8        102400    43716          27157     16559          1124      720       100       434       1000      1000      45        
node_4         topic_7        102400    43622          23181     20441          1263      822       99        417       1000      1000      45        
node_4         topic_8        102400    43649          26545     17104          1191      675       140       352       1000      1000      45        
node_5         topic_7        102400    43689          18522     25167          1196      889       61        475       1000      1000      45        
node_5         topic_8        102400    43665          24419     19246          1175      806       80        500       1000      1000      45        
node_6         topic_7        102400    43631          14526     29105          1254      884       90        431       1000      1000      45        
node_6         topic_8        102400    43623          24707     18916          1217      766       128       389       1000      1000      45        
