node           topic          size[b]   received[#]    late[#]   too_late[#]    lost[#]   mean[us]  sd[us]    min[us]   max[us]   freq[hz]  duration[s]
node_0         topic_7        102400    43701          24751     18950          1186      595       102       346       1000      1000      45        
node_0         topic_8        102400    43681          24936     18745          1162      491       124       351       999       1000      45        
node_1         topic_7        102400    43644          24038     19606          1243      659       100       418       1000      1000      45        
node_1         topic_8        102400    43642          24452     19190          1201      570       112       389       1000      1000      45        
node_2         topic_7        102400    43639          23525     20114          1248      703       97        358       1000      1000      45        
node_2         topic_8        102400    43625          24029     19596          1218      620       96        415       1000      1000      45        
node_3         topic_7        102400    43624          22935     20689          1263      722       102       384       1000      1000      45        
node_3         topic_8        102400    43616          23020     20596          1227      643       107       378       999       1000      45        
node_4         topic_7        102400    43617          22262     21355          1263      776       93        432       1000      1000      45        
node_4         topic_8        102400    43636          22549     21087          1200      720       84        433       999       1000      45        
node_5         topic_7        102400    43691          20846     22845          1196      838       71        491       1000      1000      45        
node_5         topic_8        102400    43706          22374     21332          1137      771       76        438       1000      1000      45        
node_6         topic_7        102400    43606          18391     25215          1280      882       61        448       1000      1000      45        
node_6         topic_8        102400    43623          20674     22949          1219      824       68        480       1000      1000      45        
