node           topic          size[b]   received[#]    late[#]   too_late[#]    lost[#]   mean[us]  sd[us]    min[us]   max[us]   freq[hz]  duration[s]
node_0         topic_7        102400    41771          17704     24067          2973      590       144       343       1000      1000      45        
node_0         topic_8        102400    41760          17455     24305          2751      562       136       339       1000      1000      45        
node_1         topic_7        102400    41875          17509     24366          2869      643       124       350       999       1000      45        
node_1         topic_8        102400    41848          17509     24339          2663      616       135       352       1000      1000      45        
node_2         topic_7        102400    41904          17267     24637          2841      589       178       317       1000      1000      45        
node_2         topic_8        102400    41900          17298     24602          2611      646       139       323       1000      1000      45        
node_3         topic_7        102400    41855          16212     25643          2890      716       106       406       1000      1000      45        
node_3         topic_8        102400    41839          16112     25727          2671      705       116       422       1000      1000      45        
node_4         topic_7        102400    41845          15592     26253          2899      702       144       345       1000      1000      45        
node_4         topic_8        102400    41865          14522     27343          2645      753       98        454       999       1000      45        
node_5         topic_7        102400    41884          14608     27276          2860      793       85        515       1000      1000      45        
node_5         topic_8        102400    41840          13618     28222          2670      785       85        473       1000      1000      45        
node_6         topic_7        102400    41875          13197     28678          2869      839       72        536       1000      1000      45        
node_6         topic_8        102400    41873          12543     29330          2637      834       72        474       1000      1000      45        
