node           topic          size[b]   received[#]    late[#]   too_late[#]    lost[#]   mean[us]  sd[us]    min[us]   max[us]   freq[hz]  duration[s]
node_0         topic_5        102400    44885          44038     847            48        462       61        312       996       1000      45        
node_0         topic_6        102400    44889          44239     650            37        385       78        290       997       1000      45        
node_1         topic_5        102400    44882          44012     870            51        490       83        281       996       1000      45        
node_1         topic_6        102400    44884          44140     744            42        493       100       306       1000      1000      45        
node_2         topic_5        102400    44908          44232     676            25        520       56        314       1000      1000      45        
node_2         topic_6        102400    44890          44324     566            37        412       92        280       1000      1000      45        
node_3         topic_5        102400    44838          44047     791            95        560       54        366       997       1000      45        
node_3         topic_6        102400    44871          44237     634            55        560       70        349       1000      1000      45        
node_4         topic_5        102400    44854          44067     787            79        592       52        403       998       1000      45        
node_4         topic_6        102400    44889          44211     678            37        619       73        346       1000      1000      45        
