node           topic          size[b]   received[#]    late[#]   too_late[#]    lost[#]   mean[us]  sd[us]    min[us]   max[us]   freq[hz]  duration[s]
node_0         topic_7        102400    43710          29469     14241          1162      617       103       367       1000      1000      45        
node_0         topic_8        102400    43714          29961     13753          1121      498       130       347       1000      1000      45        
node_1         topic_7        102400    43636          28236     15400          1236      667       99        412       1000      1000      45        
node_1         topic_8        102400    43635          28984     14651          1199      560       117       369       998       1000      45        
node_2         topic_7        102400    43674          28212     15462          1198      709       97        423       1000      1000      45        
node_2         topic_8        102400    43674          28678     14996          1160      622       102       384       999       1000      45        
node_3         topic_7        102400    43672          27370     16302          1200      759       93        457       1000      1000      45        
node_3         topic_8        102400    43654          28100     15554          1180      675       89        422       1000      1000      45        
node_4         topic_7        102400    43694          25838     17856          1178      811       83        447       1000      1000      45        
node_4         topic_8        102400    43677          27325     16352          1157      747       89        433       1000      1000      45        
node_5         topic_7        102400    43680          23135     20545          1192      860       68        458       1000      1000      45        
node_5         topic_8        102400    43684          27392     16292          1150      716       115       382       999       1000      45        
node_6         topic_7        102400    43687          18919     24768          1185      894       59        491       1000      1000      45        
node_6         topic_8        102400    43675          24202     19473          1159      829       69        488       1000      1000      45        
