node           topic          size[b]   received[#]    late[#]   too_late[#]    lost[#]   mean[us]  sd[us]    min[us]   max[us]   freq[hz]  duration[s]
node_0         topic_7        102400    43530          27802     15728          1371      641       98        413       1000      1000      45        
node_0         topic_8        102400    43551          28422     15129          1299      512       128       353       1000      1000      45        
node_1         topic_7        102400    43551          27988     15563          1350      666       100       398       1000      1000      45        
node_1         topic_8        102400    43554          28028     15526          1296      595       124       375       999       1000      45        
node_2         topic_7        102400    43593          27169     16424          1308      732       93        422       1000      1000      45        
node_2         topic_8        102400    43592          27900     15692          1258      629       105       393       998       1000      45        
node_3         topic_7        102400    43591          25918     17673          1310      783       87        546       1000      1000      45        
node_3         topic_8        102400    43611          27184     16427          1239      685       87        419       999       1000      45        
node_4         topic_7        102400    43578          24332     19246          1322      833       75        471       1000      1000      45        
node_4         topic_8        102400    43589          26793     16796          1261      751       81        446       999       1000      45        
node_5         topic_7        102400    43574          22186     21388          1326      846       94        331       1000      1000      45        
node_5         topic_8        102400    43543          26688     16855          1307      635       167       349       1000      1000      45        
node_6         topic_7        102400    43588          16849     26739          1312      906       54        571       1000      1000      45        
node_6         topic_8        102400    43606          24112     19494          1244      826       68        485       1000      1000      45        
