node           topic          size[b]   received[#]    late[#]   too_late[#]    lost[#]   mean[us]  sd[us]    min[us]   max[us]   freq[hz]  duration[s]
node_0         topic_10       102400    44934          44615     319            16        518       63        432       996       1000      45        
node_1         topic_10       102400    44926          44491     435            24        628       51        483       1000      1000      45        
node_2         topic_10       102400    44934          44618     316            16        667       40        497       1000      1000      45        
node_3         topic_10       102400    44934          44432     502            16        724       48        564       1000      1000      45        
node_4         topic_10       102400    44924          44221     703            26        762       51        434       999       1000      45        
node_5         topic_10       102400    44920          44179     741            30        795       47        647       1000      1000      45        
node_6         topic_10       102400    44909          43374     1535           41        829       47        573       1000      1000      45        
node_7         topic_10       102400    44919          42123     2796           31        860       44        659       1000      1000      45        
node_8         topic_10       102400    44910          39234     5676           40        891       40        634       1000      1000      45        
node_9         topic_10       102400    44924          39047     5877           26        862       94        550       1000      1000      45        
