node           topic          size[b]   received[#]    late[#]   too_late[#]    lost[#]   mean[us]  sd[us]    min[us]   max[us]   freq[hz]  duration[s]
node_0         topic_10       102400    44881          44517     364            69        527       54        429       1000      1000      45        
node_1         topic_10       102400    44879          44412     467            71        643       49        485       999       1000      45        
node_2         topic_10       102400    44881          44364     517            69        718       58        564       999       1000      45        
node_3         topic_10       102400    44884          44187     697            66        758       60        584       1000      1000      45        
node_4         topic_10       102400    44882          44065     817            68        792       58        642       1000      1000      45        
node_5         topic_10       102400    44882          43188     1694           67        827       59        660       1000      1000      45        
node_6         topic_10       102400    44857          42130     2727           92        857       55        678       1000      1000      45        
node_7         topic_10       102400    44851          43709     1142           98        810       93        522       1000      1000      45        
node_8         topic_10       102400    44881          36611     8270           68        910       37        697       1000      1000      45        
node_9         topic_10       102400    44873          38027     6846           76        878       95        557       1000      1000      45        
