node           topic          size[b]   received[#]    late[#]   too_late[#]    lost[#]   mean[us]  sd[us]    min[us]   max[us]   freq[hz]  duration[s]
node_0         topic_10       102400    44940          44698     242            11        526       57        446       1000      1000      45        
node_1         topic_10       102400    44947          44396     551            4         667       59        519       999       1000      45        
node_2         topic_10       102400    44945          44434     511            6         674       55        492       1000      1000      45        
node_3         topic_10       102400    44938          44639     299            13        718       43        518       1000      1000      45        
node_4         topic_10       102400    44932          44377     555            19        768       41        595       1000      1000      45        
node_5         topic_10       102400    44949          44061     888            2         806       43        620       1000      1000      45        
node_6         topic_10       102400    44939          43764     1175           12        839       40        641       1000      1000      45        
node_7         topic_10       102400    44945          41963     2982           6         872       38        728       1000      1000      45        
node_8         topic_10       102400    44937          39775     5162           14        902       32        734       1000      1000      45        
node_9         topic_10       102400    44945          34069     10876          6         932       27        751       1000      1000      45        
